Added Component: Designator=CEC1(Board To Board Connector)
Added Pin To Net: NetName=3V3_uC Pin=CEC1-A45
Added Pin To Net: NetName=3V3_uC Pin=CEC1-A46
Added Pin To Net: NetName=3V3_uC Pin=CEC1-A47
Added Pin To Net: NetName=3V3_uC Pin=CEC1-A48
Added Pin To Net: NetName=3V3_uC Pin=CEC1-B1
Added Pin To Net: NetName=3V3_uC Pin=CEC1-B2
Added Pin To Net: NetName=3V3_uC Pin=CEC1-B3
Added Pin To Net: NetName=3V3_uC Pin=CEC1-B4
Added Pin To Net: NetName=3V3_uC Pin=CEC1-B5
Added Pin To Net: NetName=NRST Pin=CEC1-B6
Added Pin To Net: NetName=PE2 Pin=CEC1-B7
Added Pin To Net: NetName=PE3 Pin=CEC1-B8
Added Pin To Net: NetName=PE4 Pin=CEC1-B9
Added Pin To Net: NetName=PE5 Pin=CEC1-B10
Added Pin To Net: NetName=PE6 Pin=CEC1-B11
Added Pin To Net: NetName=GND Pin=CEC1-B12
Added Pin To Net: NetName=PC13 Pin=CEC1-B13
Added Pin To Net: NetName=PC14 Pin=CEC1-B14
Added Pin To Net: NetName=PC15 Pin=CEC1-B15
Added Pin To Net: NetName=PC0 Pin=CEC1-B16
Added Pin To Net: NetName=PC1 Pin=CEC1-B17
Added Pin To Net: NetName=GND Pin=CEC1-B18
Added Pin To Net: NetName=PC2 Pin=CEC1-B19
Added Pin To Net: NetName=PC3 Pin=CEC1-B20
Added Pin To Net: NetName=PC4 Pin=CEC1-B21
Added Pin To Net: NetName=PC5 Pin=CEC1-B22
Added Pin To Net: NetName=PB0 Pin=CEC1-B23
Added Pin To Net: NetName=GND Pin=CEC1-B24
Added Pin To Net: NetName=GND Pin=CEC1-B25
Added Pin To Net: NetName=GND Pin=CEC1-B26
Added Pin To Net: NetName=GND Pin=CEC1-B27
Added Pin To Net: NetName=GND Pin=CEC1-B28
Added Pin To Net: NetName=PB1 Pin=CEC1-B29
Added Pin To Net: NetName=PB2 Pin=CEC1-B30
Added Pin To Net: NetName=PF11 Pin=CEC1-B31
Added Pin To Net: NetName=PF12 Pin=CEC1-B32
Added Pin To Net: NetName=PF13 Pin=CEC1-B33
Added Pin To Net: NetName=GND Pin=CEC1-B34
Added Pin To Net: NetName=PF14 Pin=CEC1-B35
Added Pin To Net: NetName=PF15 Pin=CEC1-B36
Added Pin To Net: NetName=PB10 Pin=CEC1-B37
Added Pin To Net: NetName=PB11 Pin=CEC1-B38
Added Pin To Net: NetName=GND Pin=CEC1-B39
Added Pin To Net: NetName=PE15 Pin=CEC1-B43
Added Pin To Net: NetName=3V3_uC Pin=CEC1-B44
Added Pin To Net: NetName=3V3_uC Pin=CEC1-B45
Added Pin To Net: NetName=3V3_uC Pin=CEC1-B46
Added Pin To Net: NetName=3V3_uC Pin=CEC1-B47
Added Pin To Net: NetName=3V3_uC Pin=CEC1-B48
Added Member To Class: ClassName=STM32_Brain Member=Component CEC1 FX-10A 96PIN Board to Board connector 96 Pin
